Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
9.048454458,1,1,0,1,1,0,1,1
9.048454500,1,1,0,0,1,0,1,1
9.048454542,1,0,0,0,1,0,1,1
9.048458250,1,1,0,0,1,0,1,1
9.048458375,1,1,0,1,1,0,1,1
9.048458417,1,1,1,1,1,1,1,1
9.048465958,1,1,0,1,1,1,1,1
9.048466125,1,1,1,1,1,1,1,1
9.048473375,1,1,0,1,1,1,1,1
9.048473417,1,0,0,0,0,1,1,1
9.048473667,1,1,1,1,1,1,1,1
9.048475583,1,1,0,1,1,1,1,1
9.048475625,1,0,0,0,0,1,1,1
9.048476500,1,1,0,1,0,1,1,1
9.048476542,1,1,1,1,1,1,1,1
9.048478042,1,1,0,1,1,1,1,1
9.048478083,1,1,0,0,0,1,1,1
9.048478125,1,0,0,0,0,1,1,1
9.048478958,1,1,0,1,0,1,1,1
9.048479000,1,1,1,1,1,1,1,1
9.048487417,1,1,0,1,1,1,1,1
9.048487458,1,0,0,0,0,1,1,1
9.048488125,1,1,0,1,1,1,1,1
9.048488167,1,1,1,1,1,1,1,1
9.048489750,1,1,0,1,1,1,1,1
9.048489792,1,1,0,0,0,1,1,1
9.048489833,1,0,0,0,0,1,1,1
9.048490750,1,1,0,1,0,1,1,1
9.048490792,1,1,0,1,1,1,1,1
9.048490833,1,1,1,1,1,1,1,1
9.052974917,1,1,0,1,1,1,1,1
9.052974958,1,0,0,0,0,1,1,1
9.052975125,1,1,1,1,1,1,1,1
9.052989125,1,1,0,1,1,1,1,1
9.052989333,1,1,1,1,1,1,1,1
9.052991417,1,1,0,1,1,1,1,1
9.052991458,1,1,0,0,0,1,1,1
9.052991500,1,0,0,0,0,1,1,1
9.052992125,1,1,0,1,1,1,1,1
9.052992167,1,1,1,1,1,1,1,1
9.052996542,1,1,0,1,1,1,1,1
9.052996583,1,0,0,0,0,1,1,1
9.052996833,1,1,0,1,0,1,1,1
9.052996875,1,1,1,1,1,1,1,1
9.053011042,1,1,0,1,1,1,1,1
9.053011083,1,0,0,0,0,1,1,1
9.053011833,1,1,1,1,1,1,1,1
9.053013542,1,1,0,1,1,1,1,1
9.053013583,1,0,0,0,0,1,1,1
9.053014292,1,1,0,0,0,1,1,1
9.053014333,1,1,0,1,0,1,1,1
9.053014375,1,1,1,1,1,1,1,1
9.053028125,1,1,0,1,1,0,1,1
9.053028208,1,0,0,0,1,0,1,1
9.053032583,1,1,0,0,1,0,1,1
9.053032708,1,1,0,1,1,0,1,1
9.053032750,1,1,1,1,1,1,1,1
9.053034958,1,1,0,1,1,1,1,1
9.053035000,1,0,0,0,0,1,1,1
9.053035708,1,1,0,1,0,1,1,1
9.053035750,1,1,1,1,1,1,1,1
9.053040167,1,1,0,1,1,1,1,1
9.053040208,1,0,0,0,0,1,1,1
9.053040417,1,0,0,1,0,1,1,1
9.053040458,1,1,1,1,1,1,1,1
9.053060125,1,1,0,1,1,1,1,1
9.053060167,1,1,0,0,0,1,1,1
9.053060208,1,0,0,0,0,1,1,1
9.053060917,1,1,0,1,1,1,1,1
9.053060958,1,1,1,1,1,1,1,1
9.053070042,1,1,0,0,0,1,1,1
9.053070083,1,0,0,0,0,1,1,1
9.053070917,1,1,0,1,1,1,1,1
9.053070958,1,1,1,1,1,1,1,1
9.053072583,1,1,0,1,1,1,1,1
9.053072625,1,0,0,0,0,1,1,1
9.053073333,1,1,0,0,0,1,1,1
9.053073375,1,1,1,1,1,1,1,1
9.053112708,1,1,0,1,1,1,1,1
9.053112917,1,1,1,1,1,1,1,1
9.053115042,1,1,0,1,1,1,1,1
9.053115083,1,0,0,0,0,1,1,1
9.053115667,1,1,0,1,1,1,1,1
9.053115708,1,1,1,1,1,1,1,1
9.053117417,1,1,0,1,1,1,1,1
9.053117500,1,1,0,0,0,1,1,1
9.053117542,1,0,0,0,0,1,1,1
9.053118333,1,1,0,1,1,1,1,1
9.053118375,1,1,1,1,1,1,1,1
9.053119875,1,1,0,1,1,1,1,1
9.053119917,1,1,0,0,0,1,1,1
9.053119958,1,0,0,0,0,1,1,1
9.053120792,1,1,0,0,0,1,1,1
9.053120833,1,1,0,1,1,1,1,1
9.053120875,1,1,1,1,1,1,1,1
9.053122333,1,1,0,1,1,1,1,1
9.053122375,1,1,0,0,0,1,1,1
9.053122417,1,0,0,0,0,1,1,1
9.053123333,1,1,0,0,0,1,1,1
9.053123375,1,1,1,1,1,1,1,1
9.053131458,1,1,0,1,1,1,1,1
9.053131625,1,1,1,1,1,1,1,1
9.053133667,1,1,0,1,1,1,1,1
9.053133708,1,0,0,0,0,1,1,1
9.053134292,1,1,0,1,1,1,1,1
9.053134375,1,1,1,1,1,1,1,1
9.053146292,1,1,0,1,1,1,1,1
9.053146333,1,0,0,0,0,1,1,1
9.053146625,1,1,1,1,1,1,1,1
9.053155083,1,1,0,1,1,1,1,1
9.053155292,1,1,1,1,1,1,1,1
9.053157333,1,1,0,1,1,1,1,1
9.053157375,1,1,0,0,0,1,1,1
9.053157417,1,0,0,0,0,1,1,1
9.053157958,1,1,0,0,0,1,1,1
9.053158000,1,1,1,1,1,1,1,1
9.053165042,1,1,0,1,1,1,1,1
9.053165083,1,0,0,0,0,1,1,1
9.053165292,1,1,1,1,1,1,1,1
9.053178792,1,1,0,1,1,1,1,1
9.053178833,1,1,0,1,0,1,1,1
9.053178958,1,1,1,1,1,1,1,1
9.053181042,1,1,0,1,1,1,1,1
9.053181083,1,1,0,1,0,1,1,1
9.053181125,1,0,0,0,0,1,1,1
9.053181667,1,1,0,1,1,1,1,1
9.053181708,1,1,1,1,1,1,1,1
9.053188792,1,1,0,1,1,1,1,1
9.053188917,1,1,1,1,1,1,1,1
9.053209917,1,1,0,1,1,1,1,1
9.053210125,1,1,1,1,1,1,1,1
9.053318333,1,1,0,1,1,1,1,1
9.053318542,1,1,1,1,1,1,1,1
9.053320542,1,1,0,1,1,1,1,1
9.053320583,1,0,0,0,0,1,1,1
9.053321250,1,1,0,1,0,1,1,1
9.053321292,1,1,1,1,1,1,1,1
9.053323042,1,1,0,1,1,1,1,1
9.053323083,1,1,0,0,0,1,1,1
9.053323125,1,0,0,0,0,1,1,1
9.053323708,1,1,0,0,0,1,1,1
9.053323750,1,1,0,1,0,1,1,1
9.053323792,1,1,1,1,1,1,1,1
9.053325542,1,1,0,1,1,1,1,1
9.053325583,1,1,0,0,0,1,1,1
9.053325625,1,0,0,0,0,1,1,1
9.053326208,1,1,0,1,0,1,1,1
9.053326250,1,1,0,1,1,1,1,1
9.053326292,1,1,1,1,1,1,1,1
9.053328042,1,1,0,1,1,1,1,1
9.053328083,1,1,0,0,0,1,1,1
9.053328125,1,0,0,0,0,1,1,1
9.053328750,1,1,1,1,1,1,1,1
9.053330458,1,1,0,1,1,1,1,1
9.053330500,1,1,0,1,0,1,1,1
9.053330542,1,0,0,0,0,1,1,1
9.053331417,1,1,0,1,1,1,1,1
9.053331458,1,1,1,1,1,1,1,1
9.053332792,1,1,0,0,0,1,1,1
9.053332917,1,0,0,0,0,1,1,1
9.053334042,1,1,0,1,0,1,1,1
9.053334083,1,1,0,1,1,1,1,1
9.053334125,1,1,1,1,1,1,1,1
9.053335292,1,1,0,1,1,1,1,1
9.053335375,1,1,0,0,0,1,1,1
9.053335417,1,0,0,0,0,1,1,1
9.053336542,1,1,0,1,0,1,1,1
9.053336583,1,1,0,1,1,1,1,1
9.053336625,1,1,1,1,1,1,1,1
9.053368208,1,1,0,1,1,1,1,1
9.053368375,1,1,1,1,1,1,1,1
9.053380375,1,1,0,1,1,1,1,1
9.053380417,1,1,0,0,0,1,1,1
9.053380458,1,0,0,0,0,1,1,1
9.053381167,1,1,0,1,0,1,1,1
9.053381208,1,1,0,1,1,1,1,1
9.053381250,1,1,1,1,1,1,1,1
9.053396625,1,1,0,1,1,1,1,1
9.053396667,1,0,0,0,0,1,1,1
9.053397292,1,1,1,1,1,1,1,1
9.053399000,1,1,0,1,1,1,1,1
9.053399042,1,1,0,0,0,1,1,1
9.053399083,1,0,0,0,0,1,1,1
9.053399958,1,1,0,1,1,1,1,1
9.053400000,1,1,1,1,1,1,1,1
9.053417583,1,1,0,1,1,1,1,1
9.053417625,1,0,0,0,0,1,1,1
9.053418250,1,1,0,1,1,1,1,1
9.053418292,1,1,1,1,1,1,1,1
9.053422875,1,1,0,1,0,1,1,1
9.053422958,1,1,1,1,1,1,1,1
9.053427708,1,0,0,0,0,1,1,1
9.053428000,1,1,0,1,1,1,1,1
9.053428042,1,1,1,1,1,1,1,1
9.053434583,1,1,0,1,1,0,1,1
9.053434625,1,0,0,0,1,0,1,1
9.054457125,1,1,0,0,1,0,1,1
9.054457333,1,1,1,1,1,1,1,1
9.054459417,1,1,0,0,0,1,1,1
9.054459500,1,0,0,0,0,1,1,1
9.054460583,1,1,0,1,0,1,1,1
9.054460625,1,1,1,1,1,1,1,1
9.054461792,1,1,0,1,1,1,1,1
9.054461875,1,1,0,0,0,1,1,1
9.054461917,1,0,0,0,0,1,1,1
9.054463083,1,1,0,1,1,1,1,1
9.054463125,1,1,1,1,1,1,1,1
9.054467208,1,1,0,1,1,1,1,1
9.054467250,1,0,0,0,0,1,1,1
9.054467667,1,1,0,1,1,1,1,1
9.054467708,1,1,1,1,1,1,1,1
9.054472292,1,0,0,0,0,1,1,1
9.054472500,1,1,0,1,0,1,1,1
9.054472542,1,1,1,1,1,1,1,1
9.054474500,1,1,0,1,0,1,1,1
9.054474542,1,0,0,0,0,1,1,1
9.054475250,1,1,0,1,1,1,1,1
9.054475292,1,1,1,1,1,1,1,1
9.054499000,1,1,0,1,1,1,1,1
9.054499042,1,0,0,0,0,1,1,1
9.054499583,1,1,0,1,0,1,1,1
9.054499625,1,1,1,1,1,1,1,1
9.054501500,1,1,0,1,1,1,1,1
9.054501542,1,0,0,0,0,1,1,1
9.054501875,1,0,1,1,1,1,1,1
9.054501917,1,1,1,1,1,1,1,1
9.054519125,1,0,0,0,0,1,1,1
9.054520333,1,1,0,1,0,1,1,1
9.054520375,1,1,1,1,1,1,1,1
9.054521833,1,1,0,1,1,1,1,1
9.054521875,1,1,0,0,0,1,1,1
9.054521917,1,0,0,0,0,1,1,1
9.054523125,1,1,0,1,1,1,1,1
9.054523167,1,1,1,1,1,1,1,1
9.054524583,1,1,0,1,1,1,1,1
9.054524667,1,0,0,0,0,1,1,1
9.054525292,1,1,1,1,0,1,1,1
9.054525333,1,1,1,1,1,1,1,1
9.054528667,1,1,0,1,1,0,1,1
9.054528708,1,0,0,0,1,0,1,1
9.056573625,1,1,0,0,1,0,1,1
9.056573875,1,1,0,1,1,0,1,1
9.056573917,1,1,1,1,1,1,1,1
9.056575792,1,1,0,1,1,1,1,1
9.056575833,1,0,0,0,0,1,1,1
9.056577042,1,1,0,0,0,1,1,1
9.056577083,1,1,0,1,0,1,1,1
9.056577125,1,1,1,1,1,1,1,1
9.056578167,1,1,0,1,1,1,1,1
9.056578208,1,1,0,0,0,1,1,1
9.056578250,1,0,0,0,0,1,1,1
9.056579667,1,1,0,0,0,1,1,1
9.056579750,1,1,0,1,0,1,1,1
9.056579792,1,1,1,1,1,1,1,1
9.056580625,1,1,0,1,1,1,1,1
9.056580667,1,1,0,0,0,1,1,1
9.056580708,1,0,0,0,0,1,1,1
9.056582042,1,1,0,0,0,1,1,1
9.056582083,1,1,0,1,0,1,1,1
9.056582125,1,1,1,1,1,1,1,1
9.056591208,1,1,0,1,1,1,1,1
9.056591375,1,1,1,1,1,1,1,1
9.056601167,1,1,0,1,1,1,1,1
9.056601208,1,1,0,1,0,1,1,1
9.056601333,1,1,1,1,1,1,1,1
9.056603250,1,1,0,1,1,1,1,1
9.056603292,1,0,0,0,0,1,1,1
9.056604333,1,1,0,1,1,1,1,1
9.056604417,1,1,1,1,1,1,1,1
9.056605708,1,1,0,1,1,1,1,1
9.056605792,1,0,0,0,0,1,1,1
9.056606792,1,1,0,0,0,1,1,1
9.056606833,1,1,1,1,1,1,1,1
9.056620375,1,1,0,1,1,0,1,1
9.056620458,1,0,0,0,1,0,1,1
9.056624292,1,1,0,0,1,0,1,1
9.056624458,1,1,1,1,1,1,1,1
9.056631792,1,1,0,1,1,1,1,1
9.056631833,1,1,0,1,0,1,1,1
9.056631875,1,0,0,0,0,1,1,1
9.056632000,1,1,0,1,1,1,1,1
9.056632042,1,1,1,1,1,1,1,1
9.056639167,1,1,0,1,0,1,1,1
9.056639250,1,0,0,0,0,1,1,1
9.056639500,1,1,1,1,1,1,1,1
9.056641292,1,1,0,1,1,1,1,1
9.056641417,1,1,0,1,0,1,1,1
9.056641458,1,0,0,0,0,1,1,1
9.056642375,1,1,0,1,1,1,1,1
9.056642417,1,1,1,1,1,1,1,1
9.056643792,1,1,0,1,1,1,1,1
9.056643833,1,1,0,0,0,1,1,1
9.056643875,1,0,0,0,0,1,1,1
9.056645083,1,1,0,1,0,1,1,1
9.056645125,1,1,0,1,1,1,1,1
9.056645167,1,1,1,1,1,1,1,1
9.056653250,1,1,0,1,1,1,1,1
9.056653292,1,1,0,0,0,1,1,1
9.056653333,1,0,0,0,0,1,1,1
9.056653958,1,1,1,1,1,1,1,1
9.056655750,1,1,0,1,1,1,1,1
9.056655792,1,1,0,0,0,1,1,1
9.056655833,1,0,0,0,0,1,1,1
9.056656500,1,1,0,1,0,1,1,1
9.056656542,1,1,1,1,1,1,1,1
9.061133542,1,1,0,1,0,1,1,1
9.061133667,1,1,1,1,1,1,1,1
9.061152625,1,0,0,0,0,1,1,1
9.061152875,1,1,1,1,1,1,1,1
9.061160125,1,1,0,1,1,1,1,1
9.061160167,1,0,0,1,0,1,1,1
9.061160333,1,1,1,1,1,1,1,1
9.061162333,1,1,0,1,1,1,1,1
9.061162375,1,0,0,0,0,1,1,1
9.061163083,1,1,0,0,0,1,1,1
9.061163125,1,1,1,1,1,1,1,1
9.061164792,1,1,0,1,1,1,1,1
9.061164833,1,1,0,0,0,1,1,1
9.061164875,1,0,0,0,0,1,1,1
9.061165625,1,1,0,1,1,1,1,1
9.061165667,1,1,1,1,1,1,1,1
9.061167250,1,1,0,1,1,1,1,1
9.061167292,1,1,0,0,0,1,1,1
9.061167333,1,0,0,0,0,1,1,1
9.061168125,1,1,1,1,1,1,1,1
9.061169292,1,1,0,1,1,0,1,1
9.061169333,1,1,0,0,1,0,1,1
9.061169375,1,0,0,0,1,0,1,1
9.061172250,1,1,0,0,1,0,1,1
9.061172375,1,1,0,1,1,0,1,1
9.061172417,1,1,1,1,1,1,1,1
9.061174500,1,1,0,1,0,1,1,1
9.061174542,1,0,0,0,0,1,1,1
9.061175542,1,1,0,1,1,1,1,1
9.061175583,1,1,1,1,1,1,1,1
9.061176875,1,1,0,1,1,1,1,1
9.061176917,1,1,0,0,0,1,1,1
9.061176958,1,0,0,0,0,1,1,1
9.061178167,1,1,0,1,1,1,1,1
9.061178208,1,1,1,1,1,1,1,1
9.061179458,1,1,0,1,0,1,1,1
9.061179500,1,0,0,0,0,1,1,1
9.061180458,1,1,0,0,0,1,1,1
9.061180500,1,1,0,1,1,1,1,1
9.061180542,1,1,1,1,1,1,1,1
9.061192292,1,0,0,1,0,1,1,1
9.061192333,1,0,0,0,0,1,1,1
9.061192500,1,1,1,1,1,1,1,1
9.061194000,1,1,0,1,1,0,1,1
9.061194125,1,0,0,0,1,0,1,1
9.061198625,1,1,0,0,1,0,1,1
9.061198708,1,1,0,1,1,0,1,1
9.061198792,1,1,1,1,1,1,1,1
9.061200917,1,1,0,1,1,1,1,1
9.061200958,1,0,0,0,0,1,1,1
9.061201917,1,1,0,1,0,1,1,1
9.061201958,1,1,0,1,1,1,1,1
9.061202000,1,1,1,1,1,1,1,1
9.061206250,1,1,0,1,1,1,1,1
9.061206417,1,1,1,1,1,1,1,1
9.061223958,1,1,0,1,1,1,1,1
9.061224125,1,1,1,1,1,1,1,1
9.061226250,1,1,0,1,1,1,1,1
9.061226292,1,0,0,0,0,1,1,1
9.061226833,1,1,0,1,1,1,1,1
9.061226875,1,1,1,1,1,1,1,1
9.061236167,1,1,0,1,1,1,1,1
9.061236208,1,0,0,0,0,1,1,1
9.061236833,1,1,0,1,1,1,1,1
9.061236875,1,1,1,1,1,1,1,1
9.061238583,1,1,0,1,1,1,1,1
9.061238625,1,0,0,0,0,1,1,1
9.061239417,1,1,0,1,0,1,1,1
9.061239458,1,1,1,1,1,1,1,1
9.061273708,1,1,0,1,1,1,1,1
9.061273750,1,0,0,0,0,1,1,1
9.061274000,1,1,1,1,1,1,1,1
9.061278750,1,1,0,1,1,1,1,1
9.061278792,1,1,0,1,0,1,1,1
9.061278917,1,1,1,1,1,1,1,1
9.061280958,1,1,0,1,1,1,1,1
9.061281042,1,0,0,0,0,1,1,1
9.061281667,1,1,0,1,1,1,1,1
9.061281708,1,1,1,1,1,1,1,1
9.061283458,1,1,0,1,1,1,1,1
9.061283500,1,1,0,0,0,1,1,1
9.061283542,1,0,0,0,0,1,1,1
9.061284167,1,1,0,1,1,1,1,1
9.061284208,1,1,1,1,1,1,1,1
9.061285917,1,1,0,1,0,1,1,1
9.061285958,1,0,0,0,0,1,1,1
9.061286750,1,1,0,1,1,1,1,1
9.061286792,1,1,1,1,1,1,1,1
9.061288292,1,1,0,1,1,1,1,1
9.061288333,1,1,0,0,0,1,1,1
9.061288375,1,0,0,0,0,1,1,1
9.061289458,1,1,0,0,0,1,1,1
9.061289500,1,1,0,1,1,1,1,1
9.061289542,1,1,1,1,1,1,1,1
9.061299542,1,1,0,1,1,1,1,1
9.061299583,1,1,0,0,0,1,1,1
9.061299625,1,0,0,0,0,1,1,1
9.061300625,1,1,0,0,0,1,1,1
9.061300667,1,1,0,1,1,1,1,1
9.061300708,1,1,1,1,1,1,1,1
9.061323375,1,1,0,1,0,1,1,1
9.061323417,1,0,0,0,0,1,1,1
9.061324083,1,1,0,1,1,1,1,1
9.061324125,1,1,1,1,1,1,1,1
9.061331125,1,1,0,1,1,1,1,1
9.061331250,1,1,1,1,1,1,1,1
9.061347083,1,1,0,1,1,1,1,1
9.061347125,1,0,0,0,0,1,1,1
9.061347667,1,1,0,1,1,1,1,1
9.061347708,1,1,1,1,1,1,1,1
9.061354750,1,1,0,1,1,1,1,1
9.061354792,1,1,0,1,0,1,1,1
9.061354958,1,1,1,1,1,1,1,1
9.061375958,1,1,0,1,1,1,1,1
9.061376125,1,1,1,1,1,1,1,1
9.061380875,1,1,0,1,1,1,1,1
9.061380917,1,0,0,0,0,1,1,1
9.061381125,1,0,0,1,0,1,1,1
9.061381167,1,1,1,1,1,1,1,1
9.061486542,1,1,0,1,1,1,1,1
9.061486583,1,1,0,1,0,1,1,1
9.061486625,1,0,0,0,0,1,1,1
9.061487417,1,1,0,1,1,1,1,1
9.061487458,1,1,1,1,1,1,1,1
9.061488958,1,1,0,1,1,1,1,1
9.061489000,1,1,0,0,0,1,1,1
9.061489042,1,0,0,0,0,1,1,1
9.061490000,1,1,1,1,1,1,1,1
9.061491417,1,1,0,1,1,1,1,1
9.061491458,1,1,0,1,0,1,1,1
9.061491500,1,0,0,0,0,1,1,1
9.061492417,1,1,0,0,0,1,1,1
9.061492458,1,1,1,1,1,1,1,1
9.061493958,1,1,0,1,1,1,1,1
9.061494000,1,1,0,1,0,1,1,1
9.061494042,1,0,0,0,0,1,1,1
9.061494958,1,1,1,1,1,1,1,1
9.061496458,1,1,0,1,1,1,1,1
9.061496500,1,1,0,1,0,1,1,1
9.061496542,1,0,0,0,0,1,1,1
9.061497333,1,1,1,1,1,1,1,1
9.061499000,1,1,0,1,1,1,1,1
9.061499042,1,1,0,1,0,1,1,1
9.061499083,1,0,0,0,0,1,1,1
9.061499708,1,1,0,0,0,1,1,1
9.061499750,1,1,0,1,1,1,1,1
9.061499792,1,1,1,1,1,1,1,1
9.061501458,1,1,0,1,1,1,1,1
9.061501500,1,0,0,0,0,1,1,1
9.061502375,1,1,0,1,1,1,1,1
9.061502417,1,1,1,1,1,1,1,1
9.061534208,1,1,0,1,1,1,1,1
9.061534333,1,1,1,1,1,1,1,1
9.061544167,1,1,0,1,1,1,1,1
9.061544333,1,1,1,1,1,1,1,1
9.061546333,1,1,0,1,1,1,1,1
9.061546375,1,0,0,0,0,1,1,1
9.061547125,1,1,0,1,0,1,1,1
9.061547167,1,1,1,1,1,1,1,1
9.061562583,1,1,0,1,1,1,1,1
9.061562625,1,0,0,0,0,1,1,1
9.061563167,1,1,0,1,0,1,1,1
9.061563208,1,1,1,1,1,1,1,1
9.061565000,1,1,0,1,1,1,1,1
9.061565042,1,0,0,0,0,1,1,1
9.061565625,1,1,0,1,1,1,1,1
9.061565750,1,1,1,1,1,1,1,1
9.061583542,1,1,0,1,1,1,1,1
9.061583583,1,0,0,0,0,1,1,1
9.061584083,1,1,0,1,1,1,1,1
9.061584125,1,1,1,1,1,1,1,1
9.061588792,1,1,0,0,0,1,1,1
9.061588917,1,1,1,1,1,1,1,1
9.061593667,1,1,0,1,0,1,1,1
9.061593708,1,0,0,0,0,1,1,1
9.061593958,1,1,1,1,1,1,1,1
9.061600458,1,1,0,0,1,0,1,1
9.061600542,1,0,0,0,1,0,1,1
9.062623292,1,1,0,0,1,0,1,1
9.062623417,1,1,0,1,1,0,1,1
9.062623458,1,1,1,1,1,1,1,1
9.062625542,1,1,0,0,0,1,1,1
9.062625583,1,0,0,0,0,1,1,1
9.062626500,1,1,0,0,0,1,1,1
9.062626542,1,1,0,1,1,1,1,1
9.062626583,1,1,1,1,1,1,1,1
9.062627833,1,1,0,1,0,1,1,1
9.062627917,1,1,0,0,0,1,1,1
9.062627958,1,0,0,0,0,1,1,1
9.062629208,1,1,0,0,0,1,1,1
9.062629250,1,1,0,1,0,1,1,1
9.062629292,1,1,1,1,1,1,1,1
9.062633292,1,1,0,1,1,1,1,1
9.062633333,1,0,0,0,0,1,1,1
9.062633583,1,1,0,1,1,1,1,1
9.062633625,1,1,1,1,1,1,1,1
9.062640417,1,1,0,1,0,1,1,1
9.062640458,1,0,0,0,0,1,1,1
9.062641583,1,1,0,0,0,1,1,1
9.062641625,1,1,1,1,1,1,1,1
9.062665000,1,1,0,0,0,1,1,1
9.062665042,1,0,0,0,0,1,1,1
9.062665750,1,1,0,1,1,1,1,1
9.062665792,1,1,1,1,1,1,1,1
9.062667375,1,1,0,1,1,1,1,1
9.062667417,1,1,0,1,0,1,1,1
9.062667458,1,0,0,0,0,1,1,1
9.062667917,1,0,1,1,0,1,1,1
9.062667958,1,1,1,1,1,1,1,1
9.062685333,1,1,0,1,1,1,1,1
9.062685375,1,0,0,0,0,1,1,1
9.062686333,1,1,0,1,0,1,1,1
9.062686375,1,1,1,1,1,1,1,1
9.062687833,1,1,0,1,1,1,1,1
9.062687875,1,1,0,0,0,1,1,1
9.062687917,1,0,0,0,0,1,1,1
9.062689250,1,1,0,0,0,1,1,1
9.062689292,1,1,0,1,1,1,1,1
9.062689333,1,1,1,1,1,1,1,1
9.062690458,1,1,0,1,1,1,1,1
9.062690500,1,1,0,0,0,1,1,1
9.062690542,1,0,0,0,0,1,1,1
9.062691333,1,1,1,1,1,1,1,1
9.062694625,1,1,0,1,1,0,1,1
9.062694667,1,0,0,0,1,0,1,1
9.064739500,1,1,0,0,1,0,1,1
9.064739708,1,1,1,1,1,1,1,1
9.064741667,1,1,0,0,0,1,1,1
9.064741792,1,0,0,0,0,1,1,1
9.064743000,1,1,0,0,0,1,1,1
9.064743042,1,1,0,1,1,1,1,1
9.064743083,1,1,1,1,1,1,1,1
9.064744042,1,1,0,1,1,1,1,1
9.064744125,1,1,0,0,0,1,1,1
9.064744208,1,0,0,0,0,1,1,1
9.064745542,1,1,0,0,0,1,1,1
9.064745583,1,1,0,1,0,1,1,1
9.064745625,1,1,1,1,1,1,1,1
9.064746625,1,1,0,0,0,1,1,1
9.064746708,1,0,0,0,0,1,1,1
9.064747958,1,1,0,0,0,1,1,1
9.064748000,1,1,0,1,1,1,1,1
9.064748042,1,1,1,1,1,1,1,1
9.064767125,1,1,0,1,1,1,1,1
9.064767292,1,1,1,1,1,1,1,1
9.064769375,1,1,0,1,1,1,1,1
9.064769417,1,0,0,0,0,1,1,1
9.064770125,1,1,0,1,0,1,1,1
9.064770167,1,1,1,1,1,1,1,1
9.064771708,1,1,0,1,0,1,1,1
9.064771750,1,1,0,0,0,1,1,1
9.064771792,1,0,0,0,0,1,1,1
9.064772792,1,1,0,0,0,1,1,1
9.064772833,1,1,0,1,1,1,1,1
9.064772875,1,1,1,1,1,1,1,1
9.064786375,1,1,1,1,1,0,1,1
9.064786417,1,1,0,1,1,0,1,1
9.064786458,1,0,0,0,1,0,1,1
9.064790167,1,1,0,0,1,0,1,1
9.064790250,1,1,0,1,1,0,1,1
9.064790292,1,1,1,1,1,1,1,1
9.064797750,1,1,0,1,1,1,1,1
9.064797792,1,1,0,1,0,1,1,1
9.064797958,1,1,1,1,1,1,1,1
9.064807542,1,1,0,1,1,1,1,1
9.064807625,1,0,0,0,0,1,1,1
9.064808125,1,1,0,1,0,1,1,1
9.064808167,1,1,1,1,1,1,1,1
9.064809917,1,1,0,1,1,1,1,1
9.064809958,1,0,0,0,0,1,1,1
9.064810750,1,1,0,1,0,1,1,1
9.064810792,1,1,1,1,1,1,1,1
9.064816875,1,0,0,1,0,1,1,1
9.064816917,1,0,0,0,0,1,1,1
9.064817208,1,1,0,1,1,1,1,1
9.064817250,1,1,1,1,1,1,1,1
9.064819125,1,1,0,1,1,1,1,1
9.064819167,1,1,0,0,0,1,1,1
9.064819208,1,0,0,0,0,1,1,1
9.064819958,1,1,0,1,0,1,1,1
9.064820000,1,1,1,1,1,1,1,1
9.064821500,1,1,0,1,1,1,1,1
9.064821625,1,0,0,0,0,1,1,1
9.064822500,1,1,0,1,1,1,1,1
9.064822542,1,1,1,1,1,1,1,1
9.069320667,1,1,0,1,1,1,1,1
9.069320708,1,0,0,1,0,1,1,1
9.069320750,1,0,0,0,0,1,1,1
9.069320917,1,1,1,1,1,1,1,1
9.069322917,1,1,0,1,1,1,1,1
9.069322958,1,1,0,0,0,1,1,1
9.069323000,1,0,0,0,0,1,1,1
9.069323625,1,1,1,1,1,1,1,1
9.069325417,1,1,0,1,1,1,1,1
9.069325458,1,0,0,0,0,1,1,1
9.069326167,1,1,1,1,1,1,1,1
9.069333083,1,0,0,0,0,1,1,1
9.069333375,1,1,0,1,1,1,1,1
9.069333417,1,1,1,1,1,1,1,1
9.069334917,1,1,0,0,1,0,1,1
9.069334958,1,0,0,0,1,0,1,1
9.069337875,1,1,0,0,1,0,1,1
9.069338000,1,1,0,1,1,0,1,1
9.069338042,1,1,1,1,1,1,1,1
9.069340167,1,1,0,1,0,1,1,1
9.069340208,1,0,0,0,0,1,1,1
9.069340875,1,1,0,1,1,1,1,1
9.069340917,1,1,1,1,1,1,1,1
9.069342542,1,1,0,1,1,1,1,1
9.069342583,1,1,0,0,0,1,1,1
9.069342625,1,0,0,0,0,1,1,1
9.069343417,1,1,0,0,0,1,1,1
9.069343458,1,1,1,1,1,1,1,1
9.069344958,1,1,0,1,1,1,1,1
9.069345000,1,1,0,1,0,1,1,1
9.069345042,1,0,0,0,0,1,1,1
9.069345958,1,1,0,1,0,1,1,1
9.069346000,1,1,1,1,1,1,1,1
9.069357792,1,1,0,1,1,1,1,1
9.069357833,1,0,0,0,0,1,1,1
9.069358000,1,0,0,1,0,1,1,1
9.069358042,1,1,1,1,1,1,1,1
9.069359625,1,1,0,1,1,0,1,1
9.069359667,1,0,0,0,1,0,1,1
9.069364208,1,1,0,0,1,0,1,1
9.069364292,1,1,0,1,1,0,1,1
9.069364333,1,1,1,1,1,1,1,1
9.069366458,1,1,0,1,1,1,1,1
