Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
8.891262792,1,1,1,1,1,1,1,1
8.891267917,1,1,1,1,1,1,0,1
8.891277708,1,1,1,1,1,1,1,1
8.891286792,1,1,1,1,1,1,0,1
8.891292250,1,1,1,1,1,1,1,1
8.891300500,1,1,1,1,1,1,0,1
8.891303208,1,1,1,1,1,1,1,1
8.891310208,1,1,1,1,1,1,0,1
8.891312958,1,1,1,1,1,1,1,1
8.891321167,1,1,1,1,1,1,0,1
8.891407875,1,1,1,1,1,1,1,1
8.891412542,1,1,1,1,1,1,0,1
8.891418792,1,1,1,1,1,1,1,1
8.891426417,1,1,1,1,1,1,0,1
8.891433750,1,1,1,1,1,1,1,1
8.891436375,1,1,1,1,1,1,0,1
8.891443708,1,1,1,1,1,1,1,1
8.891451333,1,1,1,1,1,1,0,1
8.891461167,1,1,1,1,1,1,1,1
8.891469542,1,1,1,1,1,1,0,1
8.891474375,1,1,1,1,1,1,1,1
8.891477000,1,1,1,1,1,1,0,1
8.891481833,1,1,1,1,1,1,1,1
8.891491208,1,1,1,1,1,1,0,1
8.891493542,1,1,1,1,1,1,1,1
8.891501167,1,1,1,1,1,1,0,1
8.897806708,1,1,1,1,1,1,1,1
8.897809333,1,1,1,1,1,1,0,1
8.897814167,1,1,1,1,1,1,1,1
8.897816792,1,1,1,1,1,1,0,1
8.897819167,1,1,1,1,1,1,1,1
8.897823542,1,1,1,1,1,1,0,1
8.897825875,1,1,1,1,1,1,1,1
8.897828542,1,1,1,1,1,1,0,1
8.897833375,1,1,1,1,1,1,1,1
8.897855708,1,1,1,1,1,1,0,1
8.897865542,1,1,1,1,1,1,1,1
8.897877167,1,1,1,1,1,1,0,1
8.897879500,1,1,1,1,1,1,1,1
8.897882125,1,1,1,1,1,1,0,1
8.897897208,1,1,1,1,1,1,1,1
8.897902333,1,1,1,1,1,1,0,1
8.897907167,1,1,1,1,1,1,1,1
8.897914792,1,1,1,1,1,1,0,1
8.897938333,1,1,1,1,1,1,1,1
8.897944708,1,1,1,1,1,1,0,1
8.897947042,1,1,1,1,1,1,1,1
8.897949708,1,1,1,1,1,1,0,1
8.897952042,1,1,1,1,1,1,1,1
8.897968417,1,1,1,1,1,1,0,1
8.897970708,1,1,1,1,1,1,1,1
8.897975875,1,1,1,1,1,1,0,1
8.897985667,1,1,1,1,1,1,1,1
8.897992083,1,1,1,1,1,1,0,1
8.897994417,1,1,1,1,1,1,1,1
8.897999542,1,1,1,1,1,1,0,1
8.898004375,1,1,1,1,1,1,1,1
8.898007000,1,1,1,1,1,1,0,1
8.898018083,1,1,1,1,1,1,1,1
8.898023208,1,1,1,1,1,1,0,1
8.898028042,1,1,1,1,1,1,1,1
8.898030708,1,1,1,1,1,1,0,1
8.898039292,1,1,1,1,1,1,1,1
8.898041917,1,1,1,1,1,1,0,1
